а;б;в;г;д;е;ж;з;и;й;к;л;м;н;о;п;р;с;т;у;ф;х;ц;ч;ш;щ;ъ;ы;ь;э;ю;я
0.094;0.0;0.094;0.0;0.031;0.156;0.0;0.031;0.062;0.0;0.062;0.062;0.062;0.094;0.031;0.031;0.031;0.0;0.094;0.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031
